"name","ra","dec","alt","az"
"AG LMi","161.20000000","33.35305556","74.10569289286012","168.49296653053182"
"ASAS J050610+2638.7","76.54166667","26.64583333","-14.156289263794296","5.644241008407365"
"ASAS J193639+3933.2","294.15833333","39.55277778","-0.008924808268650735","346.12145936316733"
"bet Per","47.04166667","40.95555556","28.868563768639707","59.557625844460084"
"CD And","21.61666667","44.35666667","43.477512816255604","67.806124980848"
"CSS_J160450.1+520159","241.20833333","52.03305556","21.716867121230788","33.35336835819442"
"Dauban V239","294.03333333","25.75277778","-13.84981575446509","344.9546141834081"
"Dauban V241","295.99166667","26.34972222","-4.368325396666923","320.030420650014"
"Dauban V242","286.37916667","28.92333333","26.7758678363028","75.80391739704878"
"Dauban V243","305.82916667","21.84777778","60.896027113880905","154.19221364873047"
"Dauban V244","293.18750000","36.10361111","-4.837485701037574","357.1119371436965"
"Dauban V245","318.02500000","37.46472222","-2.359890863755956","347.25375207375"
"Dauban V246","327.10416667","39.64472222","68.256970222003","254.97837755645608"
"Dauban V247","32.45416667","43.14138889","13.006923396337884","323.5140029666824"
"DK Cam","66.76250000","71.78111111","64.06997000092557","19.06769160478976"
"EE Cep","332.34166667","55.75666667","58.96314135767465","57.85125502821476"
"EL And","21.61250000","44.93694444","43.81934230389806","67.1551812756115"
"EN Sge","300.76666667","16.20083333","29.936004052976763","260.1130297506179"
"FR Lac","342.23750000","54.20972222","14.483797423001711","348.476984960646"
"GH Cam","55.37916667","67.07888889","29.311637315718215","344.61610913020934"
"HQ Cam","95.14583333","67.25638889","43.08071271247828","31.912275363947096"
"KIC 10001167","286.95416667","46.93638889","33.42867146972627","54.900526925046506"
"KIC 5640750","297.20000000","40.89222222","15.944887514689807","315.16133443748663"
"KIC 7037405","292.97500000","42.54750000","1.5480936609546478","359.72355858599104"
"KIC 9970396","298.70833333","46.83277778","31.47175295644881","306.82025442773664"
"KID 03644542","291.16666667","38.76500000","0.9022871712227027","20.548084650083464"
"KID 07377422","295.92916667","42.95111111","9.953312186278925","328.49369313459914"
"KID 08257407","299.02083333","44.17250000","32.31840018441799","301.94306276942035"
"KID 2307206","292.37500000","37.65722222","-3.005726956265979","6.8279229323975965"
"KID 3428468","286.72083333","38.59555556","30.102330970750444","64.39378606387683"
"KID 4659255","293.04583333","39.72527778","-1.2656201077079916","358.8940952256274"
"KID 8044608","296.90000000","43.82388889","16.29515505712881","319.7602143816784"
"KID 9028474","294.15833333","45.37583333","5.691153022221298","347.31383532073147"
"KL Cep","332.59166667","54.15250000","56.53039918360807","59.97995916352794"
"LL Aqr","338.67500000","-2.40055556","-35.0458112319864","43.20695737703344"
"Mis V1351","301.91666667","36.28833333","54.81806066010386","266.20861586140944"
"MO Dra","305.98750000","63.04222222","73.57959802763149","25.483653950448737"
"NO Dra","227.93333333","63.62194444","48.620102557420566","319.46192857332437"
"NS Dra","145.72500000","78.94833333","41.084774500391745","10.959171095212"
"NSV 14400","345.65416667","58.58583333","32.025199453807524","324.56759476462895"
"NSV 15581","42.34166667","60.54083333","73.45639681586322","37.98434479088717"
"NSV 15635","46.93750000","52.18388889","36.69270989091949","49.874761279518715"
"NSV 15666","49.82500000","45.95083333","13.333990372164408","31.43390192707028"
"NSV 1853","77.76666667","44.65666667","4.2669442859159705","351.29487079323104"
"NSV 25882","335.35833333","21.04805556","11.871875402973469","71.48388334074258"
"NSVS 2844818","242.79166667","68.02750000","29.509880699104414","13.30959371453483"
"NT UMa","126.15833333","72.75722222","32.40977176358598","353.72916971117513"
"NU UMa","163.25416667","57.70194444","67.91383709427582","53.72465246104576"
"OV Aqr","351.53333333","-18.62694444","19.77733290620599","201.40634249857243"
"OY Aql","297.98750000","11.78555556","-0.34222421860695135","288.5543630341343"
"PQ Cam","57.67083333","67.57944444","37.98264320983984","332.8056120141667"
"UCAC3 323-013086","23.40833333","71.04361111","43.49309661655839","26.395476642293204"
"V0347 Cam","66.59583333","79.23083333","58.51746714362189","8.594419487970846"
"V0381 And","347.23750000","38.91500000","30.82846046861144","295.37249110972755"
"V0413 Ser","278.78333333","0.04277778","33.63350336079332","220.19022959234917"
"V0425 Dra","296.07500000","81.79222222","43.074839017302885","351.7989767158355"
"V0441 Dra","303.16250000","82.63916667","55.43732295717792","354.1532862251843"
"V0457 Lac","339.09166667","38.10500000","0.5382060755416497","21.587193756826327"
"V0491 Vul","296.59166667","24.62972222","-1.7607684531215355","312.1365311495453"
"V0493 Sct","277.15000000","-11.00277778","11.929431514091158","237.29095337911718"
"V0498 Cam","132.99166667","74.03166667","54.83840200963176","335.72737323226255"
"V0512 Cam","154.17083333","84.53472222","47.61408613618727","352.0473406556366"
"V0516 Cam","180.17916667","77.08333333","51.44352749262042","340.10922183043874"
"V0539 Lyr","282.85833333","39.32055556","67.47753013772511","104.63387700595351"
"V0698 Cyg","299.97083333","36.27777778","35.89016518800416","286.3101065895136"
"V0732 Per","50.82916667","51.39138889","13.996863836177551","19.815891385047344"
"V0750 Cep","3.70833333","71.82916667","31.546787023578005","6.711371033911551"
"V0751 Per","22.72083333","53.42722222","39.01662393654148","49.95217785042361"
"V0788 Cyg","306.89166667","31.85694444","62.26559963255683","117.33646303500308"
"V0798 Cep","28.64166667","79.46916667","38.49774306896086","1.0789233862067156"
"V0840 Her","248.20833333","6.91194444","-19.72653329620007","307.3990850378017"
"V0850 Cep","322.46666667","64.92111111","40.42606772328358","326.4712357586759"
"V0880 Cep","336.24583333","70.31500000","39.573048248308204","24.336647720140732"
"V0888 Per","47.40416667","50.89194444","32.4479362429181","47.91956377205466"
"V0898 Cep","339.50833333","67.46611111","27.6044166132172","9.17049960889778"
"V0919 Cep","344.91666667","65.21111111","33.063053489005824","334.464993860705"
"V0921 Cep","345.30416667","62.56805556","32.92986680305741","330.0851780037128"
"V0922 Cep","345.41250000","69.71250000","38.22716453901403","336.0397256130373"
"V0957 Cep","356.54166667","71.49861111","56.97559184893622","28.05430822277325"
"V0958 Per","67.86666667","32.87000000","53.866795710319614","99.94413975731968"
"V1112 Cas","23.04166667","66.58277778","43.33722818767357","33.11077598831099"
"V1141 Cas","24.57500000","61.14305556","32.027038751135954","31.233388430851623"
"V1160 Cas","29.16250000","72.32972222","31.350390928897188","358.8675386196682"
"V1162 Cas","32.12916667","68.10416667","32.38260947960513","340.94043876943334"
"V1177 Cas","51.20833333","70.55611111","31.036722059260182","9.849990179271474"
"V1287 Tau","58.27916667","25.53527778","12.820648849092162","294.33437444890757"
"V1344 Her","276.82500000","19.14250000","32.659677828273615","261.73915440243604"
"V1356 Tau","76.18333333","22.28555556","-17.978806194430692","11.183090603344525"
"V1719 Aql","297.68333333","1.76388889","-10.96790444810105","285.7077686482781"
"V1725 Aql","282.29583333","0.39944444","38.389370764479196","153.87895377142183"
"V1811 Aql","295.17500000","1.68500000","-31.69770578225774","319.7379181214979"
"V2541 Cyg","306.04583333","48.92388889","79.22858197348393","84.18371327365121"
"V2544 Cyg","306.82083333","37.94055556","67.0139672668908","108.18195072143733"
"V2618 Cyg","319.76666667","43.76333333","9.8632843510366","330.4705247210126"
"V2636 Oph","259.54166667","-16.73722222","15.769704040381141","141.35138708304245"
"V2638 Oph","259.68333333","-17.06250000","14.589810014823836","139.60284670462443"
"V2642 Oph","263.98750000","11.84472222","-0.9944314484571863","70.55612600719041"
"V2647 Cyg","326.76250000","50.05472222","68.84755305805318","285.3825428081506"
"RU And","24.65000000","38.67027778","14.539852077966206","46.72007142480636"
"ST And","354.68750000","35.77250000","66.83023058608892","115.04356247362176"
"R Aql","286.59166667","8.23000000","9.721318642900316","88.60788514909295"
"RR Aql","299.40000000","-0.11361111","4.336613300204967","264.8210302742332"
"R Aqr","355.95416667","-14.71555556","14.861594939476586","134.89873692912727"
"RS Aqr","317.74166667","-3.97222222","-43.848745310409974","343.46180596116733"
"S Aur","81.77916667","34.14972222","15.06019006558385","305.2081702834465"
"Z Aur","90.43750000","53.30527778","75.42647699501381","64.37105433196182"
"V Boo","217.43750000","38.86111111","9.431635051620631","38.88752087392168"
"T CVn","187.55000000","31.50305556","56.00392270675049","106.33442477946691"
"V CVn","199.86250000","45.52694444","11.899075639267881","330.36118604860206"
"R Cap","302.82500000","-13.73250000","21.225640120265133","213.38779773180553"
"S Cas","19.92083333","72.61111111","59.30678475769415","24.256861700088656"
"Z Cas","356.12916667","56.58111111","60.8287845255438","56.6755725448835"
"SV Cas","354.75416667","52.26222222","72.63348513357913","68.89417208242571"
"S Cep","323.80000000","78.62444444","50.21420481484874","342.504867339474"
"V CrB","237.37916667","39.57138889","43.07352310104687","75.29870430653806"
